nom,dci,laboratoire,amm,is_available,classe,sous_classe,forme,gp_status,veic,tableau,nb_fabricants_dci,hhi_dci,nb_amm_dci,nb_presentations_dci,nb_dci_sous_classe,anciennete_amm,duree_conservation_mois,indications_len,nb_indications,est_generique,est_biosimilaire,est_injectable,est_chronique,indications,dosage,presentation,date_amm
NIFLURIL ENFANT.,ACIDE NIFLUMIQUE,IPS (Industrie Pharmaceutique Said),9133042,0,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,Suppositoire,Princeps,Essentiel,C,3,0.4755555555555555,15,4,18,31.4,36.0,250,2,0,0,0,0,"Réservé à l'enfant à partir de 6 mois jusqu'à 12 ans. Elles procèdent de l'activité anti-inflammatoire de l'acide niflumique, de l'importance des manifestations d'intolérance auxquelles le médicament donne lieu, et de sa place dans l'éventail des pro",400 MG,B/8,1994-10-13
NIFLURIL ENFANT.,ACIDE NIFLUMIQUE,IPS (Industrie Pharmaceutique Said),9133044H,0,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,Suppositoire,Princeps,Essentiel,C,3,0.4755555555555555,15,4,18,27.9,36.0,250,2,0,0,0,0,"Réservé à l'enfant à partir de 6 mois jusqu'à 12 ans. Elles procèdent de l'activité anti-inflammatoire de l'acide niflumique, de l'importance des manifestations d'intolérance auxquelles le médicament donne lieu, et de sa place dans l'éventail des pro",400 MG,B/100,1998-03-27
NIFLURIL.,ACIDE NIFLUMIQUE,IPS (Industrie Pharmaceutique Said),9133041,0,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,Suppositoire,Princeps,Essentiel,C,3,0.4755555555555555,15,4,18,31.7,36.0,250,2,0,0,0,0,"Réservé aux adultes et aux enfants de plus de 12 ans. Elles procèdent de l'activité anti-inflammatoire de l'acide niflumique, de l'importance des manifestations d'intolérance auxquelles le médicament donne lieu, et de sa place dans l'éventail des pro",700 MG,B/8,1994-06-04
NIFROXID,NIFUROXAZIDE,GALPHARMA,9223011,1,APPAREIL DIGESTIF ET METABOLISME,"ANTIDIARRHEIQUES, ANTI-INFLAMMATOIRES INTESTINAUX/AGENTS ANTI-INFECTIEUX",Suspension buvable,Générique,Intermédiaire,C,5,0.22448979591836732,7,5,22,25.9,36.0,151,1,1,0,0,1,"Le nifuroxazide est proposé dans le traitement des diarrhées aigues présumées d'origine bactérienne, en l'absence de suspicion des phénomènes invasifs.",4%,FL/90 ML,2000-04-14
NIFROXID,NIFUROXAZIDE,GALPHARMA,9223012,1,APPAREIL DIGESTIF ET METABOLISME,"ANTIDIARRHEIQUES, ANTI-INFLAMMATOIRES INTESTINAUX/AGENTS ANTI-INFECTIEUX",Gélule,Générique,Intermédiaire,C,5,0.22448979591836732,7,5,22,26.0,36.0,113,1,1,0,0,1,TRAITEMENT DES DIARRHEES AIGUES PRESUMEES D'ORIGINE BACTERIENNE EN L'ABSENCE DE SUSPICION DE PHENOMENES INVASIFS.,200 MG,B/20,2000-03-01
NIMENRIX,"VACCIN MENINGOCOCCIQUE  CONJUGUE A, C,W135 ET Y",PFIZER  Europe MA EEIG,8013141,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,VACCINS,Pdre p.prep.injectable,Princeps,Intermédiaire,A,1,1.0,1,1,27,4.4,48.0,189,1,0,0,1,0,"Nimenrix est indiqué dans l'immunisation active des sujets à partir de 6 semaines contre les maladies méningococciques invasives dues aux Neisseria meningitidis des groupes A, C, W135 et Y.",,B/1FL Pdre/3ML + Seringue pré-remplie de Solvant,2021-10-08
NIPRAL 550,NAPROXENE,TAHA PHARMA,9373464,1,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,Comprimé pelliculé sécable,Générique,Essentiel,C,3,0.371900826446281,11,6,18,8.0,36.0,250,3,1,0,0,0,"chez l'adulte et l'enfant à partir de 15 ans, au: 1- traitement symptomatique au long cours: - des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de F",550 mg,B/16,2018-03-15
NIPRAL 550,NAPROXENE,TAHA PHARMA,9373463,1,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,Comprimé pelliculé sécable,Générique,Essentiel,C,3,0.371900826446281,11,6,18,8.0,36.0,250,3,1,0,0,0,"chez l'adulte et l'enfant à partir de 15 ans, au: 1- traitement symptomatique au long cours: - des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de F",550 mg,B/8,2018-03-07
NIPRAL275,NAPROXENE,TAHA PHARMA,9373462,0,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,Comprimé pelliculé,Générique,Essentiel,C,3,0.371900826446281,11,6,18,8.0,24.0,250,3,1,0,0,0,"chez l'adulte et l'enfant à partir de 15 ans, au: 1- traitement symptomatique au long cours: - des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de F",275 MG,B/30,2018-03-15
NIPRAL275,NAPROXENE,TAHA PHARMA,9373461,0,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,Comprimé pelliculé,Générique,Essentiel,C,3,0.371900826446281,11,6,18,8.0,24.0,250,3,1,0,0,0,"chez l'adulte et l'enfant à partir de 15 ans, au: 1- traitement symptomatique au long cours: - des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de F",275 MG,B/10,2018-03-07
NIQUITIN 14MG/24 HEURES,NICOTINE,GlaxoSmithKline Santé Grand Public,1783022,0,SYSTEME NERVEUX,AUTRES MEDICAMENTS DU SYSTEME NERVEUX,Dispositif trans-dermique,Générique,Confort,O,4,0.31568998109640833,23,12,5,20.4,36.0,154,1,1,0,0,1,Traitement de la dépendance tabagique afin de soulager les symptômes du sevrage nicotinique chez les sujets désireux d'arrêter leur consommation de tabac.,78 mg/15 cm²,B/14 TIMBRES,2005-09-26
NIQUITIN 21MG/24 HEURES,NICOTINE,GlaxoSmithKline Santé Grand Public,1783023,0,SYSTEME NERVEUX,AUTRES MEDICAMENTS DU SYSTEME NERVEUX,Dispositif trans-dermique,Générique,Confort,O,4,0.31568998109640833,23,12,5,20.4,36.0,154,1,1,0,0,1,Traitement de la dépendance tabagique afin de soulager les symptômes du sevrage nicotinique chez les sujets désireux d'arrêter leur consommation de tabac.,114 mg/22cm²,B/14 TIMBRES,2005-09-26
NIQUITIN 7MG/24 HEURES,NICOTINE,GlaxoSmithKline Santé Grand Public,1783021,0,SYSTEME NERVEUX,AUTRES MEDICAMENTS DU SYSTEME NERVEUX,Dispositif trans-dermique,Générique,Confort,O,4,0.31568998109640833,23,12,5,20.4,36.0,154,1,1,0,0,1,Traitement de la dépendance tabagique afin de soulager les symptômes du sevrage nicotinique chez les sujets désireux d'arrêter leur consommation de tabac.,36 mg/7cm²,B/14 TIMBRES,2005-09-26
NIQUITINCLEAR 14MG/24 HEURES,NICOTINE,GlaxoSmithKline Santé Grand Public,1783026,0,SYSTEME NERVEUX,AUTRES MEDICAMENTS DU SYSTEME NERVEUX,Dispositif trans-dermique,Générique,Confort,O,4,0.31568998109640833,23,12,5,20.4,36.0,154,1,1,0,0,1,Traitement de la dépendance tabagique afin de soulager les symptômes du sevrage nicotinique chez les sujets désireux d'arrêter leur consommation de tabac.,78 mg/15 cm²,B/14 TIMBRES,2005-10-01
NIQUITINCLEAR 14MG/24 HEURES,NICOTINE,GlaxoSmithKline Santé Grand Public,1783027,0,SYSTEME NERVEUX,AUTRES MEDICAMENTS DU SYSTEME NERVEUX,Dispositif trans-dermique,Générique,Confort,O,4,0.31568998109640833,23,12,5,20.4,36.0,154,1,1,0,0,1,Traitement de la dépendance tabagique afin de soulager les symptômes du sevrage nicotinique chez les sujets désireux d'arrêter leur consommation de tabac.,78 mg/15 cm²,B/7 TIMBRES,2005-10-01
NIQUITINCLEAR 21MG/24 HEURES,NICOTINE,GlaxoSmithKline Santé Grand Public,1783028,0,SYSTEME NERVEUX,AUTRES MEDICAMENTS DU SYSTEME NERVEUX,Dispositif trans-dermique,Générique,Confort,O,4,0.31568998109640833,23,12,5,20.4,36.0,154,1,1,0,0,1,Traitement de la dépendance tabagique afin de soulager les symptômes du sevrage nicotinique chez les sujets désireux d'arrêter leur consommation de tabac.,114 mg/22cm²,B/14 TIMBRES,2005-10-01
NIQUITINCLEAR 21MG/24 HEURES,NICOTINE,GlaxoSmithKline Santé Grand Public,1783029,0,SYSTEME NERVEUX,AUTRES MEDICAMENTS DU SYSTEME NERVEUX,Dispositif trans-dermique,Générique,Confort,O,4,0.31568998109640833,23,12,5,20.4,36.0,154,1,1,0,0,1,Traitement de la dépendance tabagique afin de soulager les symptômes du sevrage nicotinique chez les sujets désireux d'arrêter leur consommation de tabac.,114 mg/22cm²,B/7 TIMBRES,2005-10-01
NIQUITINCLEAR 7MG/24 HEURES,NICOTINE,GlaxoSmithKline Santé Grand Public,1783024,0,SYSTEME NERVEUX,AUTRES MEDICAMENTS DU SYSTEME NERVEUX,Dispositif trans-dermique,Générique,Confort,O,4,0.31568998109640833,23,12,5,20.4,36.0,154,1,1,0,0,1,Traitement de la dépendance tabagique afin de soulager les symptômes du sevrage nicotinique chez les sujets désireux d'arrêter leur consommation de tabac.,36 mg/7 cm²,B/7 TIMBRES,2005-10-01
NIQUITINCLEAR 7MG/24 HEURES,NICOTINE,GlaxoSmithKline Santé Grand Public,1783025,0,SYSTEME NERVEUX,AUTRES MEDICAMENTS DU SYSTEME NERVEUX,Dispositif trans-dermique,Générique,Confort,O,4,0.31568998109640833,23,12,5,20.4,36.0,154,1,1,0,0,1,Traitement de la dépendance tabagique afin de soulager les symptômes du sevrage nicotinique chez les sujets désireux d'arrêter leur consommation de tabac.,36 mg/7cm²,B/14 TIMBRES,2005-10-01
NITIZYN,NITISINONE,TAHA PHARMA,9373571H,1,APPAREIL DIGESTIF ET METABOLISME,AUTRES PRODUITS LIES AU TRACTUS DIGESTIF ET AU METABOLISME,Gélule,Générique,Vital,A,2,0.6800000000000002,5,3,4,6.6,24.0,228,2,1,0,0,1,"Traitement de patients adultes ou pédiatriques (quelque soit l'âge) avec diagnostic confirmé de tyrosinémie héréditaire de type I (HT-1), en association avec un régime alimentaire à faible teneur en Tyrosine et en phénylalanine.",10 mg,FL/30,2019-07-19
NIVAQUINE,CHLOROQUINE,SANOFI-AVENTIS FRANCE,6390071B,1,ANTIPARASITAIRES - INSECTICIDES,ANTIPROTOZOAIRES,Comprimé sécable,Princeps,Essentiel,C,2,0.5,2,2,6,31.3,36.0,249,2,0,0,0,0,"En parasitologie: - traitement curatif et préventif du paludisme, il est nécessaire, lors de la prescription d'antipaludiques, de prendre en compte les recommandations des autorités sanitaires nationales et internationales concernant l'évolution des",100 MG,B/100,1994-11-01
NIVESTIM,FILGRASTIM,PFIZER  Europe MA EEIG,8013171H,1,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,IMMUNOSTIMULANTS,Solution injectable,Biosimilaire,Vital,A,5,0.20987654320987653,9,5,9,3.7,30.0,250,1,0,1,1,0,Le filgrastim est indiqué dans la réduction de la durée des neutropénies et de l'incidence des neutropénies fébriles chez les patients traités par une chimiothérapie cytotoxique pour une pathologie maligne (à l'exception des leucémies myéloïdes chron,48 MU/0.5 ml,B/5 Seringues pré-remplies/0.5 ml,2022-06-17
NIVESTIM,FILGRASTIM,PFIZER  Europe MA EEIG,8013172H,1,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,IMMUNOSTIMULANTS,Solution injectable,Biosimilaire,Vital,A,5,0.20987654320987653,9,5,9,3.7,30.0,250,1,0,1,1,0,Le filgrastim est indiqué dans la réduction de la durée des neutropénies et de l'incidence des neutropénies fébriles chez les patients traités par une chimiothérapie cytotoxique pour une pathologie maligne (à l'exception des leucémies myéloïdes chron,30 MU/0.5 ml,B/5 Seringues pré-remplies/0.5 ml,2022-06-17
NOCERTONE,OXETORONE,ADWYA,9043691,1,SYSTEME NERVEUX,ANALGESIQUES,Comprimé pelliculé sécable,Princeps,Essentiel,C,1,1.0,1,1,27,21.4,36.0,33,1,0,0,0,1,Traitement de fond de la migraine,60 mg,B/30,2004-10-07
NOMEGESTROL STRAGEN,NOMEGESTROL,STRAGEN NORDIC A/S,13463031,1,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,HORMONES SEXUELLES ET MODULATEURS DU SYSTEME GENITAL,Comprimé,Générique,Essentiel,A,1,1.0,1,1,32,6.8,36.0,249,2,1,0,0,0,"1/ Chez la femme avant la ménopause, Nomegestrol Stragen est indiqué dans le traitement des troubles du cycle menstruel dus à une sécrétion insuffisante ou absente de progestérone, notamment en cas de: - anomalies du cycle menstruel: oligoménorrhée,",5 mg,B/10,2019-05-22
NOOTROPYL,PIRACETAM,IBN AL BAYTAR,9073331,1,SYSTEME NERVEUX,PSYCHOANALEPTIQUES,Comprimé pelliculé sécable,Princeps,Intermédiaire,C,2,0.625,4,3,19,19.2,24.0,241,3,0,0,0,1,Chez l'adulte: - Traitement d'appoint à visée symptomatique du déficit pathologique cognitif et neurosensoriel chronique du sujet âgé (à l'exclusion de la maladie d'Alzeimer et des autres démences). - Amélioration symptomatique des vertiges.,800 MG,B/45,2006-12-28
NOPRON ENFANT,NIAPRAZINE,PHARMINVEST-PATRIMONIAL,2933012,0,SYSTEME NERVEUX,PSYCHOLEPTIQUES,Sirop,Princeps,Confort,C,1,1.0,1,1,33,20.2,60.0,51,1,0,0,0,1,Traitement de l'insomnie occasionnelle de l'enfant.,15 mg/5ml,FL/150ML,2005-12-09
NORACIN,NORFLOXACINE,SAIPH,9163371,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Comprimé pelliculé,Générique,Essentiel,A,2,0.5555555555555556,3,2,63,25.1,24.0,250,3,1,0,0,0,"- LES INFECTIONS DES VOIES URINAIRES HAUTES OU BASSES DE  L'ADULTE, Y COMPRIS DANS LES LOCALISATIONS PROSTATIQUES, DUES AUX GERMES DEFINIS COMME SENSIBLES A LA NORFLOXACINE. - LES URETRITES GONOCOCCIQUES MASCULINES AIGUES,RECENTES   SANS SIGNES DE DI",400 mg,B/14,2001-01-22
NORACTONE,SPIRONOLACTONE,SAIPH,9163213,1,SYSTEME CARDIOVASCULAIRE,DIURETIQUES,Comprimé pelliculé sécable,Générique,Essentiel,C,3,0.3333333333333333,9,3,7,7.8,24.0,250,5,1,0,0,1,Chez l'adulte et l'enfant - Traitement de l'hyperaldostéronisme primaire. - Hyperaldostéronisme réactionnel à un traitement diurétique efficace. - Hypertension artérielle essentielle. - Etats odémateux pouvant s'accompagner d'un hyperaldostéronisme s,50 mg,B/30,2018-05-30
NORACTONE,SPIRONOLACTONE,SAIPH,9163211,1,SYSTEME CARDIOVASCULAIRE,DIURETIQUES,Comprimé pelliculé,Générique,Essentiel,C,3,0.3333333333333333,9,3,7,26.6,24.0,250,1,1,0,0,1,Chez l'adulte et l'enfant Traitement de l'hyperaldostéronisme primaire. Hyperaldostéronisme réactionnel à un traitement diurétique efficace. Hypertension artérielle essentielle. Etats odémateux pouvant s'accompagner d'un hyperaldostéronisme secondair,100 MG,B/10,1999-07-31
NORACTONE,SPIRONOLACTONE,SAIPH,9163212H,1,SYSTEME CARDIOVASCULAIRE,DIURETIQUES,Comprimé pelliculé,Générique,Essentiel,C,3,0.3333333333333333,9,3,7,26.6,24.0,250,1,1,0,0,1,Chez l'adulte et l'enfant Traitement de l'hyperaldostéronisme primaire. Hyperaldostéronisme réactionnel à un traitement diurétique efficace. Hypertension artérielle essentielle. Etats odémateux pouvant s'accompagner d'un hyperaldostéronisme secondair,100 MG,B/100,1999-07-31
NORADRENALINE MEDIS (SANS CONSERVATEUR),NORADRENALINE,LES LABORATOIRES MEDIS,9233851H,1,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,Solution injectable pour perfusion,Générique,Vital,A,6,0.16666666666666666,6,4,18,9.6,24.0,250,3,1,0,1,1,"En perfusion intraveineuse, la noradrénaline est utilisée : - dans le traitement d'urgence du collapsus et pour la restauration et maintien de la pression artérielle. En irrigation locale gastrique, la noradrénaline est utile dans : - le traitement d",2mg/ml,B/10 ampoules /4 ml,2016-07-12
NORADRENALINE MYLAN 2 MG/ML SANS SULFITES,NORADRENALINE,MYLAN S.A.S,4923181H,0,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,Solution injectable pour perfusion,Générique,Vital,A,6,0.16666666666666666,6,4,18,14.9,30.0,250,3,1,0,1,1,"En perfusion intraveineuse, la noradrénaline est utilisée : - dans le traitement d'urgence du collapsus et pour la restauration et maintien de la pression artérielle. En irrigation locale gastrique, la noradrénaline est utile dans : - le traitement d",8mg/4ml,B/50/4 ml,2011-03-24
NORADRENALINE RENAUDIN 2 MG/ML SANS CONSERVATEUR,NORADRENALINE,RENAUDIN,7713081H,0,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,Solution injectable pour perfusion,Générique,Vital,A,6,0.16666666666666666,6,4,18,15.0,24.0,250,3,1,0,1,1,"En perfusion intraveineuse, la noradrénaline est utilisée : - dans le traitement d'urgence du collapsus et pour la restauration et maintien de la pression artérielle. En irrigation locale gastrique, la noradrénaline est utile dans : - le traitement d",8mg/4ml,B/10/4 ml,2011-03-17
NORADRENALINE STERIPHARM(SANS CONSERVATEUR),NORADRENALINE,STERIPHARM,9443091H,0,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,Solution injectable pour perfusion,Générique,Vital,A,6,0.16666666666666666,6,4,18,3.6,24.0,250,3,1,0,1,1,"En perfusion intraveineuse, la noradrénaline est utilisée : - dans le traitement d'urgence du collapsus et pour la restauration et maintien de la pression artérielle. En irrigation locale gastrique, la noradrénaline est utile dans : - le traitement d",8 mg/4ml,B/10/4 ML,2022-08-12
NORALINE (SANS SULFITES),NORADRENALINE,UNIMED,9093691H,0,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,Solution injectable pour perfusion,Générique,Vital,A,6,0.16666666666666666,6,4,18,15.6,24.0,250,3,1,0,1,1,"En perfusion intraveineuse, la noradrénaline est utilisée : - dans le traitement d'urgence du collapsus et pour la restauration et maintien de la pression artérielle. En irrigation locale gastrique, la noradrénaline est utile dans : - le traitement d",8mg/4ml,B/10/4 ml,2010-07-22
NORDITROPIN NORDIFLEX,SOMATROPINE,NOVO NORDISK A/S Bagsvaerd,5993092H,0,"HORMONES SYSTEMIQUES, HORMONES SEXUELLES EXCLUES","HORMONES HYPOPHYSAIRES, HYPOTHALAMIQUES ET ANALOGUES",Solution injectable,Princeps,,A,5,0.25,8,8,7,4.5,24.0,250,1,0,0,1,1,* Enfants: Retard de croissance lié à un déficit somatotrope. Retard de croissance chez les filles atteintes d'une dysgénésie gonadique (syndrome de turner). Retard de croissance chez les enfants prépubères du à une insuffisance rénale chronique. Ret,5 MG/1.5ML,B/1 Stylo pré-rempli,2021-09-09
NORDITROPIN NORDILET,SOMATROPINE,NOVO NORDISK A/S Bagsvaerd,5993091H,0,"HORMONES SYSTEMIQUES, HORMONES SEXUELLES EXCLUES","HORMONES HYPOPHYSAIRES, HYPOTHALAMIQUES ET ANALOGUES",Solution injectable,Princeps,Essentiel,A,5,0.25,8,8,7,18.5,24.0,250,1,0,0,1,1,1/ Enfants : Retard de croissance lié à un déficit somatotrope. Retard de croissance chez les filles atteintes d'une dysgénésie gonadique (syndrome de Turner). Retard de croissance chez les enfants prépubères dû à une insuffisance rénale chronique. R,5 mg/1.5 ml,B/1 stylo pré-rempli/1.5ml,2007-08-24
NORENOL 8 (SANS SULFITES),NORADRENALINE,DORCAS,9313151H,1,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,Solution injectable pour perfusion,Générique,Vital,A,6,0.16666666666666666,6,4,18,13.0,24.0,250,3,1,0,1,1,"En perfusion intraveineuse, la noradrénaline est utilisée : - dans le traitement d'urgence du collapsus et pour la restauration et maintien de la pression artérielle. En irrigation locale gastrique, la noradrénaline est utile dans : - le traitement d",8mg/4ml,B/10/4 ml,2013-03-12
NORGALAX,DOCUSATE SODIQUE,NORGINE PHARMA,5983011,0,APPAREIL DIGESTIF ET METABOLISME,LAXATIFS,Gel rectal,Princeps,Confort,O,2,0.5555555555555556,3,3,11,37.0,36.0,0,0,0,0,0,1,,120 MG,B/6/10 GR,1989-02-28
NORLEVO,LEVONORGESTREL,HRA PHARMA,4983011,0,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,HORMONES SEXUELLES ET MODULATEURS DU SYSTEME GENITAL,Comprimé,Princeps,Essentiel,O,4,0.2777777777777778,6,4,32,24.6,24.0,250,3,0,0,0,0,"Contraception d'urgence dans un délai de 72 heures après un rapport sexuel non protégé ou en cas d'échec d'une méthode contraceptive, notamment: - rupture ou oubli d'un préservatif - oubli d'un contraceptif oral au delà du délai maximal acceptable de",750 µG,B/2,2001-07-26
NORLEVO,LEVONORGESTREL,HRA PHARMA,4983012,0,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,HORMONES SEXUELLES ET MODULATEURS DU SYSTEME GENITAL,Comprimé,Princeps,Essentiel,O,4,0.2777777777777778,6,4,32,18.7,36.0,132,1,0,0,0,0,Contraception d'urgence dans un délai de 72 heures après un rapport sexuel non protégé ou en cas d'échec d'une méthode contraceptive,1.5 mg,B/1,2007-06-13
NORMACOL,GOMME DE STERCULIA,NORGINE PHARMA,5983024,1,APPAREIL DIGESTIF ET METABOLISME,LAXATIFS,Granulés à libération prolongée,Princeps,Confort,O,1,1.0,3,3,11,16.1,36.0,44,1,0,0,0,1,Traitement symptomatique de la constipation.,62 gr/100 gr,B/30/10 gr,2010-01-15
NORMACOL LAVEMENT ADULTE,GOMME DE STERCULIA,NORGINE PHARMA,5983021,0,APPAREIL DIGESTIF ET METABOLISME,LAXATIFS,Solution rectale,Princeps,Confort,O,1,1.0,3,3,11,37.0,36.0,100,1,0,0,0,1,PREPARATION  AUX EXAMENS RECTOSCOPIQUE ET RADIOLOGIQUES. CONSTIPATIONS CHRONIQUES OU OCCASIONNELLES.,,FL/130 ML,1989-02-28
NORMACOL LAVEMENT ENFANT,GOMME DE STERCULIA,NORGINE PHARMA,5983023,0,APPAREIL DIGESTIF ET METABOLISME,LAXATIFS,Solution rectale,Princeps,Confort,O,1,1.0,3,3,11,28.8,36.0,158,3,0,0,0,1,-PREPARATION  AUX EXAMENS RADIOLOGIQUES ET ENDOSCOPIQUES DU RECTOSIGMOIDE. -TRAITEMENT SYMPTOMATIQUE DE LA CONSTIPATION BASSE NOTAMMENT PAR DYSCHESIE RECTALE.,,T/60 ML,1997-05-24
NORMIX,RIFAXIMINE,ALFASIGMA  S.p.A.,6683102,1,APPAREIL DIGESTIF ET METABOLISME,"ANTIDIARRHEIQUES, ANTI-INFLAMMATOIRES INTESTINAUX/AGENTS ANTI-INFECTIEUX",Comprime enrobé,Princeps,Intermédiaire,A,3,0.3333333333333333,6,4,22,24.3,36.0,250,6,0,0,0,1,- Prophylaxie pré et post-opératoire des complications infectieuses dans les interventions chirurgicales du tractus gastro-intestinal. - Traitement adjuvant des hyperammoniémies. - Infections intestinales aigues et chroniques soutenues par des bactér,200 MG,B/12,2001-11-06
NORMIX,RIFAXIMINE,ALFASIGMA  S.p.A.,6683101,1,APPAREIL DIGESTIF ET METABOLISME,"ANTIDIARRHEIQUES, ANTI-INFLAMMATOIRES INTESTINAUX/AGENTS ANTI-INFECTIEUX",Suspension buvable,Princeps,Intermédiaire,A,3,0.3333333333333333,6,4,22,24.3,36.0,250,6,0,0,0,1,- Prophylaxie pré et post-opératoire des complications infectieuses dans les interventions chirurgicales du tractus gastro-intestinal. - Traitement adjuvant des hyperammoniémies. - Infections intestinales aigues et chroniques soutenues par des bactér,2 %,FL/60ML,2001-11-06
NORMOCARDIL,PROPRANOLOL,DAR-ESSAYDALI.,9213091,1,SYSTEME CARDIOVASCULAIRE,AGENTS ß-BLOQUANTS,Comprimé quadrisécable,Générique,Essentiel,A,2,0.5,4,4,14,25.2,36.0,250,5,1,0,0,1,"- HYPERTENSION ARTERIELLE - PROPHYLAXIE DES CRISES D'ANGOR D'EFFORT - TRAITEMENT AU LONG COURS APRES INFARCTUS DU MYOCARDE - TRAITEMENT DE CERTAINS TROUBLES DU RYTHME: SUPRAVENTRICULAIRES (TACHYCARDIES, FLUTTERS ET FIBRILLATIONS AURICULAIRES, TACHYCA",40 MG,B/45,2000-12-13
NORMOCARDIL,PROPRANOLOL,DAR-ESSAYDALI.,9213092H,1,SYSTEME CARDIOVASCULAIRE,AGENTS ß-BLOQUANTS,Comprimé quadrisécable,Générique,Essentiel,A,2,0.5,4,4,14,24.7,36.0,250,5,1,0,0,1,"- HYPERTENSION ARTERIELLE - PROPHYLAXIE DES CRISES D'ANGOR D'EFFORT - TRAITEMENT AU LONG COURS APRES INFARCTUS DU MYOCARDE - TRAITEMENT DE CERTAINS TROUBLES DU RYTHME: SUPRAVENTRICULAIRES (TACHYCARDIES, FLUTTERS ET FIBRILLATIONS AURICULAIRES, TACHYCA",40 MG,B/300.,2001-06-08
NORMOPTIC,TIMOLOL,LES LABORATOIRES MEDIS,9233031,1,ORGANES SENSORIELS,MEDICAMENTS OPHTALMOLOGIQUES,Collyre,Générique,Essentiel,A,3,0.40625,8,5,78,25.7,36.0,126,3,1,0,0,0,Béta-bloquant utilisé dans le glaucome chronique à angle ouvert et dans l'hypertension intra-oculaire primitive ou secondaire.,0.5%,FL/5 ML,2000-06-22
NORMOPTIC,TIMOLOL,LES LABORATOIRES MEDIS,9233032,1,ORGANES SENSORIELS,MEDICAMENTS OPHTALMOLOGIQUES,Collyre,Générique,Essentiel,A,3,0.40625,8,5,78,25.7,36.0,126,3,1,0,0,0,Béta-bloquant utilisé dans le glaucome chronique à angle ouvert et dans l'hypertension intra-oculaire primitive ou secondaire.,0.25%,FL/5 ML,2000-06-22
NORMOPTIC,TIMOLOL,LES LABORATOIRES MEDIS,9233033H,1,ORGANES SENSORIELS,MEDICAMENTS OPHTALMOLOGIQUES,Collyre,Générique,Essentiel,A,3,0.40625,8,5,78,20.5,36.0,126,3,1,0,0,0,Béta-bloquant utilisé dans le glaucome chronique à angle ouvert et dans l'hypertension intra-oculaire primitive ou secondaire.,0.5%,B/50 FL/5 ML,2005-09-08
NOROCEPT,DONEPEZIL,ADWYA,9044181,1,SYSTEME NERVEUX,PSYCHOANALEPTIQUES,Comprimé pelliculé,Générique,Essentiel,A,7,0.14666666666666667,15,2,19,11.0,24.0,99,1,1,0,0,1,Le traitement symptomatique de la maladie d'ALZHEIMER dans ses formes légères à modérément sévères.,5 mg,B/30,2015-02-17
NOROCEPT,DONEPEZIL,ADWYA,9044182,1,SYSTEME NERVEUX,PSYCHOANALEPTIQUES,Comprimé pelliculé,Générique,Essentiel,A,7,0.14666666666666667,15,2,19,11.4,24.0,99,1,1,0,0,1,Le traitement symptomatique de la maladie d'ALZHEIMER dans ses formes légères à modérément sévères.,10 mg,B/30,2014-09-29
